raw_name,taxon_name,level_1,indicator
Gentianella campestris,gentianella_campestris,Gentianella campestris-type,FALSE
Gentianella campestris-type,gentianella_campestris_type,Gentianella campestris-type,FALSE
Gentianella ramosa,gentianella_ramosa,Gentianella campestris-type,FALSE
Gentianella tenella-type,gentianella_tenella_type,Gentianella tenella-type,FALSE
Geraniaceae,geraniaceae,Geraniaceae,FALSE
Geranium,geranium,Geranium,FALSE
Geranium-type,geranium_type,Geranium,FALSE
Geranium molle-type,geranium_molle_type,Geranium,FALSE
Geranium pratense-type,geranium_pratense_type,Geranium pratense-type,FALSE
Geranium sylvaticum,geranium_sylvaticum,Geranium pratense-type,FALSE
Geranium sylvaticum-type,geranium_sylvaticum_type,Geranium pratense-type,FALSE
Geum,geum,Geum-type,FALSE
Geum-type,geum_type,Geum-type,FALSE
Geum cf. G. rivale,geum_cf_g_rivale,Geum-type,FALSE
Geum cf. G. urbanum,geum_cf_g_urbanum,Geum-type,FALSE
Geum montanum-type,geum_montanum_type,Geum-type,FALSE
Geum rivale,geum_rivale,Geum-type,FALSE
Gladiolus,gladiolus,Gladiolus/Romulea,FALSE
Gladiolus-type,gladiolus_type,Gladiolus/Romulea,FALSE
Glaucium,glaucium,Glaucium,FALSE
Glaucium-type,glaucium_type,Glaucium,FALSE
Glaux,glaux,Glaux maritima,FALSE
Glechoma-type,glechoma_type,Prunella-type,FALSE
Globularia,globularia,Globularia,FALSE
Glyceria,glyceria,Hordeum-type,FALSE
Glyceria-type,glyceria_type,Hordeum-type,FALSE
Gnaphalium,gnaphalium,Gnaphalium-type,FALSE
Gnaphalium-type,gnaphalium_type,Gnaphalium-type,FALSE
Gnaphalium supinum,gnaphalium_supinum,Gnaphalium-type,FALSE
Gratiola officinalis,gratiola_officinalis,Gratiola officinalis,FALSE
Gypsophila,gypsophila,Gypsophila repens-type,FALSE
Gypsophila-type,gypsophila_type,Gypsophila repens-type,FALSE
Gypsophila arrostii,gypsophila_arrostii,Gypsophila repens-type,FALSE
Gypsophila fastigiata,gypsophila_fastigiata,Gypsophila repens-type,FALSE
Gypsophila fastigiata-type,gypsophila_fastigiata_type,Gypsophila repens-type,FALSE
Gypsophila muralis,gypsophila_muralis,Gypsophila muralis,FALSE
Gypsophila repens,gypsophila_repens,Gypsophila repens-type,FALSE
Gypsophila repens-type,gypsophila_repens_type,Gypsophila repens-type,FALSE
Halimium,halimium,Halimium,FALSE
Halimium-type,halimium_type,Halimium,FALSE
Halimium/Tuberaria,halimium_tuberaria,Halimium/Tuberaria,FALSE
Halothamnus-type,halothamnus_type,Aellenia-type,FALSE
Hedera,hedera,Hedera,FALSE
Hedera-type,hedera_type,Hedera,FALSE
Hedera helix,hedera_helix,Hedera,FALSE
Hedera helix-type,hedera_helix_type,Hedera,FALSE
Hedysarum-type,hedysarum_type,Onobrychis-type,FALSE
Hedysarum cf. H. hedysaroides,hedysarum_cf_h_hedysaroides,Hedysarum,FALSE
Helianthemum,helianthemum,Helianthemum,FALSE
Helianthemum-type,helianthemum_type,Helianthemum,FALSE
Helianthemum canum-type,helianthemum_canum_type,Helianthemum oelandicum-type,FALSE
Helianthemum cf. H. canum,helianthemum_cf_h_canum,Helianthemum oelandicum-type,FALSE
Helianthemum nummularium,helianthemum_nummularium,Helianthemum nummularium-type,FALSE
Helianthemum nummularium-type,helianthemum_nummularium_type,Helianthemum nummularium-type,FALSE
Helianthemum oelandicum-type,helianthemum_oelandicum_type,Helianthemum oelandicum-type,FALSE
Helianthemum oelandicum subsp. alpestris-type,helianthemum_oelandicum_subsp_alpestris_type,Helianthemum oelandicum-type,FALSE
Helianthemum undiff.,helianthemum_undiff,Helianthemum,FALSE
Helianthus,helianthus,Helianthus-type,FALSE
Helianthus-type,helianthus_type,Helianthus-type,FALSE
Helictochloa versicolor,helictochloa_versicolor,Avena-type,FALSE
Heliotropium,heliotropium,Heliotropium,FALSE
Heliotropium-type,heliotropium_type,Heliotropium,FALSE
Helleborus,helleborus,Helleborus,FALSE
Helleborus-type,helleborus_type,Helleborus,FALSE
Helleborus foetidus,helleborus_foetidus,Helleborus foetidus,FALSE
Helleborus viridis,helleborus_viridis,Helleborus viridis-type,FALSE
Helleborus viridis-type,helleborus_viridis_type,Helleborus viridis-type,FALSE
Heracleum,heracleum,Heracleum,FALSE
Heracleum-type,heracleum_type,Apiaceae,FALSE
Heracleum sphondylium,heracleum_sphondylium,Heracleum sphondylium,FALSE
Heracleum sphondylium-type,heracleum_sphondylium_type,Heracleum,FALSE
Herniaria,herniaria,Herniaria,FALSE
Herniaria-type,herniaria_type,Herniaria-type,FALSE
Herniaria glabra-type,herniaria_glabra_type,Herniaria glabra-type,FALSE
Hieracium-type,hieracium_type,Crepis-type,FALSE
Hieracium murorum,hieracium_murorum,Crepis-type,FALSE
Hippocastanoideae,hippocastanoideae,Aesculus,FALSE
Hippocrepis,hippocrepis,Coronilla-type,FALSE
Hippocrepis-type,hippocrepis_type,Coronilla-type,FALSE
Hippophae,hippophae,Hippophae rhamnoides,FALSE
Hippophae rhamnoides,hippophae_rhamnoides,Hippophae rhamnoides,FALSE
Holosteum umbellatum,holosteum_umbellatum,Holosteum umbellatum,FALSE
Homogyne,homogyne,Homogyne-type,FALSE
Homogyne-type,homogyne_type,Homogyne-type,FALSE
Homogyne alpina,homogyne_alpina,Homogyne-type,FALSE
Hordelymus,hordelymus,Poaceae,FALSE
Hordeum,hordeum,Hordeum-type,FALSE
Hordeum-type,hordeum_type,Hordeum-type,FALSE
Hordeum/Secale,hordeum_secale,Cerealia-type,TRUE
Hordeum/Triticum-type,hordeum_triticum_type,Cerealia-type,TRUE
Hornungia,hornungia,Hornungia-type,FALSE
Hornungia-type,hornungia_type,Hornungia-type,FALSE
Humulus,humulus,Humulus lupulus,FALSE
Humulus-type,humulus_type,Humulus lupulus,FALSE
Humulus lupulus,humulus_lupulus,Humulus lupulus,FALSE
Humulus lupulus-type,humulus_lupulus_type,Humulus lupulus,FALSE
Humulus/Cannabis,humulus_cannabis,Cannabis/Humulus,FALSE
Humulus/Cannabis-type,humulus_cannabis_type,Cannabis/Humulus,FALSE
Humulus/Cannabis sativa,humulus_cannabis_sativa,Cannabis/Humulus,FALSE
Humulus/Urtica,humulus_urtica,Cannabaceae/Urticaceae,FALSE
Hyacinthoides-type,hyacinthoides_type,Ornithogalum-type,FALSE
Hypecoum,hypecoum,Hypecoum,FALSE
Hypericaceae,hypericaceae,Hypericum,FALSE
Hypericum,hypericum,Hypericum,FALSE
Hypericum-type,hypericum_type,Hypericum,FALSE
Hypericum calycinum-type,hypericum_calycinum_type,Hypericum calycinum-type,FALSE
Hypericum elodes,hypericum_elodes,Hypericum elodes,FALSE
Hypericum perforatum,hypericum_perforatum,Hypericum perforatum-type,FALSE
Hypericum perforatum-type,hypericum_perforatum_type,Hypericum perforatum-type,FALSE
Hypericum pulchrum-type,hypericum_pulchrum_type,Hypericum perforatum-type,FALSE
Hypochaeris uniflora,hypochaeris_uniflora,Crepis-type,FALSE
Hystrix,hystrix,delete,FALSE
Ilex,ilex,Ilex,FALSE
Ilex-type,ilex_type,Ilex,FALSE
Ilex aquifolium,ilex_aquifolium,Ilex,FALSE
Ilex aquifolium-type,ilex_aquifolium_type,Ilex,FALSE
Illecebrum,illecebrum,Illecebrum verticillatum,FALSE
Illecebrum verticillatum-type,illecebrum_verticillatum_type,Illecebrum verticillatum,FALSE
Impatiens,impatiens,Impatiens,FALSE
Impatiens noli-tangere,impatiens_noli_tangere,Impatiens,FALSE
Inula,inula,Inula,FALSE
Iridaceae,iridaceae,Liliaceae-type,FALSE
Iris,iris,Iris,FALSE
Iris-type,iris_type,Iris,FALSE
Iris pseudacorus,iris_pseudacorus,Iris pseudacorus-type,FALSE
Iris pseudacorus-type,iris_pseudacorus_type,Iris pseudacorus-type,FALSE
Jasione,jasione,Jasione montana-type,FALSE
Jasione-type,jasione_type,Jasione montana-type,FALSE
Jasione montana,jasione_montana,Jasione montana-type,FALSE
Jasione montana-type,jasione_montana_type,Jasione montana-type,FALSE
Jasminum,jasminum,Jasminum,FALSE
Juglandaceae,juglandaceae,Juglandaceae,FALSE
Juglandaceae-type,juglandaceae_type,Juglandaceae,FALSE
Juglans,juglans,Juglans,FALSE
Juglans regia,juglans_regia,Juglans regia,FALSE
Juncaceae,juncaceae,Juncaceae,FALSE
Juniperus,juniperus,Juniperus communis-type,FALSE
Juniperus-type,juniperus_type,Juniperus-type,FALSE
Juniperus communis,juniperus_communis,Juniperus communis-type,FALSE
Juniperus communis-type,juniperus_communis_type,Juniperus communis-type,FALSE
Jurinea,jurinea,Saussurea-type,FALSE
Jurinea-type,jurinea_type,Saussurea-type,FALSE
Kalmia procumbens,kalmia_procumbens,Loiseleuria procumbens,FALSE
Kickxia,kickxia,Kickxia,FALSE
Knautia,knautia,Knautia,FALSE
Knautia-type,knautia_type,Knautia,FALSE
Knautia arvensis,knautia_arvensis,Knautia,FALSE
Knautia arvensis-type,knautia_arvensis_type,Knautia,FALSE
Knautia/Dipsacus,knautia_dipsacus,Dipsacaceae,FALSE
Koenigia,koenigia,Koenigia islandica,FALSE
Koenigia alpina,koenigia_alpina,Polygonum alpinum,FALSE
Koenigia alpina-type,koenigia_alpina_type,Polygonum alpinum,FALSE
Koenigia islandica,koenigia_islandica,Koenigia islandica,FALSE
Krascheninnikovia ceratoides,krascheninnikovia_ceratoides,Chenopodiaceae/Amaranthaceae,FALSE
Lactuca,lactuca,Lactuca-type,FALSE
Lactuca-type,lactuca_type,Lactuca-type,FALSE
Lactuca sativa-type,lactuca_sativa_type,Lactuca-type,FALSE
Lamiaceae,lamiaceae,Lamiaceae,FALSE
Lamiaceae (hexacolpate),lamiaceae_hexacolpate,Labiatae (6),FALSE
Lamiaceae (tricolpate),lamiaceae_tricolpate,Lamiaceae,FALSE
Lamiaceae pro parte,lamiaceae_pro_parte,Lamiaceae,FALSE
Lamiaceae undiff.,lamiaceae_undiff,Lamiaceae,FALSE
Lamium,lamium,Lamium album-type,FALSE
Lamium-type,lamium_type,Lamium album-type,FALSE
Lamium album-type,lamium_album_type,Lamium album-type,FALSE
Larix,larix,Larix/Pseudotsuga,FALSE
Larix-type,larix_type,Larix/Pseudotsuga,FALSE
Larix decidua,larix_decidua,Larix/Pseudotsuga,FALSE
Larix/Pseudotsuga,larix_pseudotsuga,Larix/Pseudotsuga,FALSE
Laserpitium,laserpitium,Apiaceae,FALSE
Laserpitium latifolium-type,laserpitium_latifolium_type,Laserpitium latifolium-type,FALSE
Lathraea,lathraea,Rhinanthus-type,FALSE
Lathyrus,lathyrus,Lathyrus-type,FALSE
Lathyrus-type,lathyrus_type,Lathyrus-type,FALSE
Laurus,laurus,Laurus,FALSE
Lavandula,lavandula,Lavandula,FALSE
Lavandula-type,lavandula_type,Lavandula,FALSE
Leontice leontopetalum,leontice_leontopetalum,Leontice,FALSE
Leontodon hispidus,leontodon_hispidus,Crepis-type,FALSE
Leucanthemopsis alpina,leucanthemopsis_alpina,Matricaria-type,FALSE
Leucanthemum vulgare-type,leucanthemum_vulgare_type,Matricaria-type,FALSE
Ligusticum,ligusticum,Ligusticum mutellina,FALSE
Ligusticum mutellina,ligusticum_mutellina,Ligusticum mutellina,FALSE
Ligusticum mutellinoides-type,ligusticum_mutellinoides_type,Ligusticum mutellinoides-type,FALSE
Ligustrum,ligustrum,Ligustrum,FALSE
Ligustrum-type,ligustrum_type,Ligustrum-type,FALSE
Ligustrum vulgare,ligustrum_vulgare,Ligustrum,FALSE
Ligustrum vulgare-type,ligustrum_vulgare_type,Ligustrum,FALSE
Liliaceae,liliaceae,Liliaceae-type,FALSE
Liliaceae-type,liliaceae_type,Liliaceae-type,FALSE
Liliaceae-type undiff.,liliaceae_type_undiff,Liliaceae-type,FALSE
Liliaceae pro parte,liliaceae_pro_parte,Liliaceae-type,FALSE
Liliaceae undiff,liliaceae_undiff,Liliaceae-type,FALSE
Lilium,lilium,Lilium,FALSE
Lilium-type,lilium_type,Lilium,FALSE
Lilium martagon,lilium_martagon,Lilium,FALSE
Lilium martagon-type,lilium_martagon_type,Lilium,FALSE
Limonium,limonium,Armeria-type,FALSE
Limonium-type,limonium_type,Armeria-type,FALSE
Limonium humile-type,limonium_humile_type,Armeria-type,FALSE
Limosella,limosella,Scrophularia-type,FALSE
Linaceae,linaceae,Linaceae,FALSE
Linaria,linaria,Linaria-type,FALSE
Linaria-type,linaria_type,Linaria-type,FALSE
Linnaea borealis,linnaea_borealis,Linnaea borealis,FALSE
Linum,linum,Linum,FALSE
Linum alpinum-type,linum_alpinum_type,Linum austriacum-type,FALSE
Linum austriacum-type,linum_austriacum_type,Linum austriacum-type,FALSE
Linum bienne-type,linum_bienne_type,Linum usitatissimum/L. bienne,FALSE
Linum catharticum,linum_catharticum,Linum catharticum,FALSE
Linum catharticum-type,linum_catharticum_type,Linum catharticum-type,FALSE
Linum flavum,linum_flavum,Linum flavum,FALSE
Linum undiff.,linum_undiff,Linum,FALSE
Linum usitatissimum,linum_usitatissimum,Linum usitatissimum/L. bienne,FALSE
Linum usitatissimum-type,linum_usitatissimum_type,Linum usitatissimum/L. bienne,FALSE
Liquidambar,liquidambar,Liquidambar,FALSE
Liriodendron tulipifera,liriodendron_tulipifera,Liriodendron,FALSE
Listera,listera,Listera-type,FALSE
Listera-type,listera_type,Listera-type,FALSE
Listera ovata,listera_ovata,Listera ovata,FALSE
Lithospermum,lithospermum,Lithospermum-type,FALSE
Lithospermum-type,lithospermum_type,Lithospermum-type,FALSE
Lithospermum officinale,lithospermum_officinale,Lithospermum officinale,FALSE
Lobelia,lobelia,Lobelia,FALSE
Lobelia-type,lobelia_type,Lobelia,FALSE
Lobelia dortmanna,lobelia_dortmanna,Lobelia dortmanna,FALSE
Lobelioideae,lobelioideae,Campanulaceae,FALSE
Lomelosia rotata-type,lomelosia_rotata_type,Scabiosa columbaria-type,FALSE
Lonicera,lonicera,Lonicera,FALSE
Lonicera-type,lonicera_type,Lonicera,FALSE
Lonicera alpigena,lonicera_alpigena,Lonicera alpigena,FALSE
Lonicera caerulea,lonicera_caerulea,Lonicera coerulea,FALSE
Lonicera nigra,lonicera_nigra,Lonicera nigra,FALSE
Lonicera periclymenum,lonicera_periclymenum,Lonicera periclymenum,FALSE
Lonicera periclymenum-type,lonicera_periclymenum_type,Lonicera periclymenum-type,FALSE
Lonicera xylosteum,lonicera_xylosteum,Lonicera xylosteum,FALSE
Lonicera xylosteum-type,lonicera_xylosteum_type,Lonicera xylosteum-type,FALSE
Loranthaceae,loranthaceae,Loranthaceae,FALSE
Loranthus,loranthus,Loranthus europaeus,FALSE
Loranthus europaeus,loranthus_europaeus,Loranthus europaeus,FALSE
Lotus,lotus,Lotus-type,FALSE
Lotus-type,lotus_type,Lotus-type,FALSE
Lotus cf. L. corniculatus,lotus_cf_l_corniculatus,Lotus-type,FALSE
Lotus corniculatus,lotus_corniculatus,Lotus-type,FALSE
Lotus pedunculatus,lotus_pedunculatus,Lotus-type,FALSE
Lotus pedunculatus-type,lotus_pedunculatus_type,Lotus-type,FALSE
Luzula,luzula,Juncaceae,FALSE
Lycopsis arvensis,lycopsis_arvensis,Anchusa arvensis-type,FALSE
Lycopsis arvensis-type,lycopsis_arvensis_type,Anchusa arvensis-type,FALSE
Lycopus,lycopus,Mentha-type,FALSE
Lycopus-type,lycopus_type,Mentha-type,FALSE
Lycopus europaeus,lycopus_europaeus,Mentha-type,FALSE
Lycopus/Mentha,lycopus_mentha,Mentha-type,FALSE
Lycopus/Mentha longifolia,lycopus_mentha_longifolia,Mentha-type,FALSE
Lygeum spartum,lygeum_spartum,Lygeum spartum,FALSE
Lysimachia,lysimachia,Anagallis-type,FALSE
Lysimachia-type,lysimachia_type,Anagallis-type,FALSE
Lysimachia nemorum,lysimachia_nemorum,Lysimachia nemorum,FALSE
Lysimachia nummularia,lysimachia_nummularia,Lysimachia vulgaris-type,FALSE
Lysimachia thyrsiflora,lysimachia_thyrsiflora,Lysimachia vulgaris-type,FALSE
Lysimachia vulgaris,lysimachia_vulgaris,Lysimachia vulgaris-type,FALSE
Lysimachia vulgaris-type,lysimachia_vulgaris_type,Lysimachia vulgaris-type,FALSE
Lythraceae,lythraceae,Lythrum,FALSE
Lythraceae undiff.,lythraceae_undiff,Lythrum,FALSE
Lythrum,lythrum,Lythrum,FALSE
Lythrum portula,lythrum_portula,Lythrum portula-type,FALSE
Lythrum portula-type,lythrum_portula_type,Lythrum portula-type,FALSE
Lythrum salicaria,lythrum_salicaria,Lythrum salicaria-type,FALSE
Lythrum salicaria-type,lythrum_salicaria_type,Lythrum salicaria-type,FALSE
Lythrum undiff.,lythrum_undiff,Lythrum,FALSE
Magnolia-type,magnolia_type,Magnolia-type,FALSE
Maianthemum-type,maianthemum_type,Maianthemum/Paris,FALSE
Maianthemum bifolium,maianthemum_bifolium,Maianthemum bifolium,FALSE
Maianthemum/Paris,maianthemum_paris,Maianthemum/Paris,FALSE
Malabaila,malabaila,Malabaila,FALSE
Malus,malus,Prunus-type,FALSE
Malus-type,malus_type,Prunus-type,FALSE
Malva,malva,Malvaceae,FALSE
Malva-type,malva_type,Malvaceae,FALSE
Malva sylvestris-type,malva_sylvestris_type,Malva sylvestris-type,FALSE
Malvaceae,malvaceae,Malvaceae,FALSE
Malvaceae sensu stricto,malvaceae_sensu_stricto,Malvaceae,FALSE
Malvaceae undiff,malvaceae_undiff,Malvaceae,FALSE
Marrubium,marrubium,Marrubium,FALSE
Matricaria,matricaria,Matricaria-type,FALSE
Matricaria-type,matricaria_type,Matricaria-type,FALSE
Matthiola,matthiola,Matthiola,FALSE
Matthiola-type,matthiola_type,Matthiola,FALSE
Medicago,medicago,Medicago sativa-type,FALSE
Medicago falcata-type,medicago_falcata_type,Medicago sativa-type,FALSE
Medicago sativa,medicago_sativa,Medicago sativa-type,FALSE
Melampyrum,melampyrum,Melampyrum,FALSE
Melampyrum-type,melampyrum_type,Melampyrum,FALSE
Melampyrum pratense,melampyrum_pratense,Melampyrum,FALSE
Melilotus-type,melilotus_type,Astragalus-type,FALSE
Melilotus officinalis,melilotus_officinalis,Astragalus-type,FALSE
Mentha,mentha,Mentha-type,FALSE
Mentha-type,mentha_type,Mentha-type,FALSE
Mercurialis,mercurialis,Mercurialis,FALSE
Mercurialis annua,mercurialis_annua,Mercurialis annua,FALSE
Mercurialis_annua_type,mercurialis_annua_type,Mercurialis annua,FALSE
Mercurialis perennis,mercurialis_perennis,Mercurialis perennis-type,FALSE
Mercurialis perennis-type,mercurialis_perennis_type,Mercurialis perennis-type,FALSE
Mercurialis undiff.,mercurialis_undiff,Mercurialis,FALSE
Meum-type,meum_type,Meum-type,FALSE
Meum athamanticum,meum_athamanticum,Meum athamanticum,FALSE
Meum athamanticum-type,meum_athamanticum_type,Meum-type,FALSE
Micranthes cf. M. stellaris,micranthes_cf_m_stellaris,Saxifraga,FALSE
Micranthes nivalis,micranthes_nivalis,Saxifraga stellaris-type,FALSE
Micranthes nivalis-type,micranthes_nivalis_type,Saxifraga stellaris-type,FALSE
Micranthes nivalis/M. tenuis,micranthes_nivalis_m_tenuis,Saxifraga stellaris-type,FALSE
Micranthes stellaris,micranthes_stellaris,Saxifraga stellaris-type,FALSE
Micranthes stellaris-type,micranthes_stellaris_type,Saxifraga stellaris-type,FALSE
Microrrhinum minus,microrrhinum_minus,Chaenorhinum minus,FALSE
Mimulus,mimulus,Mimulus,FALSE
Minuartia-type,minuartia_type,Moehringia-type,FALSE
Minuartia recurva,minuartia_recurva,Moehringia-type,FALSE
Minuartia rubra-type,minuartia_rubra_type,Minuartia rubra-type/Bufonia,FALSE
Minuartia sedoides,minuartia_sedoides,Moehringia-type,FALSE
Minuartia verna,minuartia_verna,Moehringia-type,FALSE
Minuartia verna-type,minuartia_verna_type,Moehringia-type,FALSE
Moehringia-type,moehringia_type,Moehringia-type,FALSE
Moehringia trinervia-type,moehringia_trinervia_type,Moehringia-type,FALSE
Monotropa,monotropa,Monotropa hypopitys,FALSE
Monotropa hypopitys,monotropa_hypopitys,Monotropa hypopitys,FALSE
Monotropoideae,monotropoideae,Monotropa hypopitys,FALSE
Montia,montia,Montia,FALSE
Montia fontana,montia_fontana,Montia,FALSE
Montia fontana-type,montia_fontana_type,Montia,FALSE
Moraceae,moraceae,Moraceae,FALSE
Morus,morus,Morus,FALSE
Morus alba,morus_alba,Morus alba,FALSE
Morus alba-type,morus_alba_type,Morus,FALSE
Muscari,muscari,Muscari,FALSE
Muscari-type,muscari_type,Muscari,FALSE
Myosotis,myosotis,Myosotis-type,FALSE
Myosotis-type,myosotis_type,Myosotis-type,FALSE
Myosotis arvensis,myosotis_arvensis,Myosotis-type,FALSE
Myosotis arvensis-type,myosotis_arvensis_type,Myosotis-type,FALSE
Myrica,myrica,Myrica,FALSE
Myrica-type,myrica_type,Myrica,FALSE
Myrica gale,myrica_gale,Myrica,FALSE
Myricaceae,myricaceae,Myrica,FALSE
Myricaria,myricaria,Myricaria germanica,FALSE
Myricaria-type,myricaria_type,Myricaria germanica,FALSE
Myricaria germanica,myricaria_germanica,Myricaria germanica,FALSE
Myricaria germanica-type,myricaria_germanica_type,Myricaria germanica,FALSE
Myrrhis-type,myrrhis_type,Apiaceae,FALSE
Myrrhis odorata,myrrhis_odorata,Myrrhis odorata,FALSE
Myrtus,myrtus,Myrtus communis,FALSE
Myrtus-type,myrtus_type,Myrtus communis,FALSE
Myrtus communis,myrtus_communis,Myrtus communis,FALSE
Narcissus,narcissus,Convallaria-type,FALSE
Narcissus-type,narcissus_type,Convallaria-type,FALSE
Narcissus bulbocodium,narcissus_bulbocodium,Convallaria-type,FALSE
Narcissus poeticus-type,narcissus_poeticus_type,Narcissus poeticus-type,FALSE
Narcissus pseudonarcissus-type,narcissus_pseudonarcissus_type,Convallaria-type,FALSE
Nardus,nardus,Poaceae,FALSE
Narthecium,narthecium,Narthecium,FALSE
Narthecium-type,narthecium_type,Narthecium,FALSE
Narthecium ossifragum,narthecium_ossifragum,Narthecium,FALSE
Nepeta-type,nepeta_type,Prunella-type,FALSE
Nerium oleander,nerium_oleander,Nerium oleander,FALSE
Nicotiana,nicotiana,Nicotiana,FALSE
Nigella,nigella,Nigella,FALSE
Noaea-type,noaea_type,Chenopodiaceae/Amaranthaceae,FALSE
Nonea,nonea,Nonea,FALSE
Nyssa,nyssa,Nyssa,FALSE
Odontites,odontites,Odontites-type,FALSE
Odontites-type,odontites_type,Odontites-type,FALSE
Oenanthe fistulosa-type,oenanthe_fistulosa_type,Oenanthe,FALSE
Oenothera,oenothera,Oenothera,FALSE
Olea,olea,Olea europaea,FALSE
Olea europaea,olea_europaea,Olea europaea,FALSE
Olea/Phillyrea,olea_phillyrea,Olea europaea,FALSE
Oleaceae,oleaceae,Oleaceae,FALSE
Oleaceae undiff.,oleaceae_undiff,Oleaceae,FALSE
Oleaceae/Brassicaceae,oleaceae_brassicaceae,Oleaceae/Brassicaceae,FALSE
onagraceae,onagraceae,Onagraceae,FALSE
Onagraceae cf. Epilobium,onagraceae_cf_epilobium,Onagraceae,FALSE
Onobrychis,onobrychis,Onobrychis,FALSE
Onobrychis-type,onobrychis_type,Onobrychis-type,FALSE
Onobrychis viciifolia,onobrychis_viciifolia,Onobrychis,FALSE
Ononis,ononis,Ononis,FALSE
Ononis-type,ononis_type,Ononis,FALSE
Onopordum acanthium,onopordum_acanthium,Chardinia/Onopordon,FALSE
Onosma,onosma,Onosma,FALSE
Onosma-type,onosma_type,Echium/Onosma,FALSE
Orchidaceae,orchidaceae,Orchidaceae,FALSE
Orlaya,orlaya,Orlaya,FALSE
Orlaya grandiflora,orlaya_grandiflora,Orlaya,FALSE
Ornithogalum,ornithogalum,Ornithogalum-type,FALSE
Ornithogalum-type,ornithogalum_type,Ornithogalum-type,FALSE
Ornithogalum umbellatum-type,ornithogalum_umbellatum_type,Ornithogalum-type,FALSE
Ornithopus,ornithopus,Ornithopus,FALSE
Orthilia,orthilia,Orthilia,FALSE
Orthilia secunda,orthilia_secunda,Orthilia,FALSE
Ostrya,ostrya,Ostrya/Carpinus orientalis,FALSE
Ostrya-type,ostrya_type,Ostrya/Carpinus orientalis,FALSE
Ostrya carpinifolia,ostrya_carpinifolia,Ostrya/Carpinus orientalis,FALSE
Ostrya/Carpinus,ostrya_carpinus,Ostrya/Carpinus orientalis,FALSE
Ostrya/Carpinus-type,ostrya_carpinus_type,Ostrya/Carpinus orientalis,FALSE
Ostrya/Carpinus orientalis,ostrya_carpinus_orientalis,Ostrya/Carpinus orientalis,FALSE
Ostrya/Carpinus orientalis-type,ostrya_carpinus_orientalis_type,Ostrya/Carpinus orientalis,FALSE
Oxalidaceae,oxalidaceae,Oxalis,FALSE
Oxalis,oxalis,Oxalis,FALSE
Oxalis-type,oxalis_type,Oxalis,FALSE
Oxalis acetosella,oxalis_acetosella,Oxalis acetosella,FALSE
Oxyria,oxyria,Oxyria digyna,FALSE
Oxyria-type,oxyria_type,Rumex acetosa-type,FALSE
Oxyria digyna,oxyria_digyna,Oxyria digyna,FALSE
Oxyria digyna-type,oxyria_digyna_type,Oxyria digyna,FALSE
Paliurus,paliurus,Rhamnus-type,FALSE
Panicum-type,panicum_type,Panicum-type,FALSE
Papaver,papaver,Papaver,FALSE
Papaver-type,papaver_type,Papaver,FALSE
Papaver argemone,papaver_argemone,Papaver argemone,FALSE
Papaver argemone-type,papaver_argemone_type,Papaver argemone,FALSE
Papaver rhoeas-type,papaver_rhoeas_type,Papaver rhoeas-type,FALSE
Papaveraceae,papaveraceae,Papaveraceae,FALSE
Papaveraceae undiff.,papaveraceae_undiff,Papaveraceae,FALSE
Paradisea liliastrum,paradisea_liliastrum,Paradisia liliastrum,FALSE
Parietaria,parietaria,Parietaria,FALSE
Paris-type,paris_type,Maianthemum/Paris,FALSE
Parnassia,parnassia,Parnassia palustris,FALSE
Parnassia-type,parnassia_type,Parnassia palustris,FALSE
Parnassia palustris,parnassia_palustris,Parnassia palustris,FALSE
Paronychia,paronychia,Paronychia,FALSE
Paronychia-type,paronychia_type,Paronychia,FALSE
Paronychia polygonifolia-type,paronychia_polygonifolia_type,Paronychia,FALSE
Parrotia,parrotia,Parrotia,FALSE
Pastinaca sativa,pastinaca_sativa,Pastinaca sativa,FALSE
Pedicularis,pedicularis,Pedicularis,FALSE
Pedicularis-type,pedicularis_type,Pedicularis palustris-type,FALSE
Pedicularis palustris,pedicularis_palustris,Pedicularis palustris-type,FALSE
Pedicularis palustris-type,pedicularis_palustris_type,Pedicularis palustris-type,FALSE
Pedicularis sylvatica,pedicularis_sylvatica,Pedicularis palustris-type,FALSE
Pedicularis verticillata-type,pedicularis_verticillata_type,Pedicularis verticillata-type,FALSE
Pentaglottis sempervirens,pentaglottis_sempervirens,Pentaglottis sempervirens,FALSE
Penthorum sedoides,penthorum_sedoides,Penthorum sedoides,FALSE
Persicaria,persicaria,Polygonum persicaria-type,FALSE
Persicaria amphibia,persicaria_amphibia,Polygonum amphibium,FALSE
Persicaria amphibia-type,persicaria_amphibia_type,Polygonum amphibium,FALSE
Persicaria cf. P. lapathifolia,persicaria_cf_p_lapathifolia,Polygonum persicaria-type,FALSE
Persicaria cf. P. maculosa,persicaria_cf_p_maculosa,Polygonum persicaria-type,FALSE
Persicaria hydropiper,persicaria_hydropiper,Polygonum persicaria-type,FALSE
Persicaria lapathifolia,persicaria_lapathifolia,Polygonum persicaria-type,FALSE
Persicaria lapathifolia-type,persicaria_lapathifolia_type,Polygonum persicaria-type,FALSE
Persicaria maculosa,persicaria_maculosa,Polygonum persicaria-type,FALSE
Persicaria maculosa-type,persicaria_maculosa_type,Polygonum persicaria-type,FALSE
Persicaria minor-type,persicaria_minor_type,Polygonum persicaria-type,FALSE
